Survey,Year,Quarter,Area,AphiaID,Species,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10
BITS,1999,4,23,126436,Gadus morhua,0.000000,191.041881,263.228001,172.499274,30.201372,3.255235,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,23,127143,Pleuronectes platessa,0.000000,0.000000,26.800202,13.800708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,24,126436,Gadus morhua,289.556035,197.947228,81.823243,6.862434,0.436167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,24,127141,Platichthys flesus,0.000000,0.120282,3.769986,38.818271,19.638499,4.212455,1.020817,0.583479,0.270167,0.080762,0.000000
BITS,1999,4,24,127143,Pleuronectes platessa,0.000000,0.024276,1.012379,3.654178,1.604314,0.475709,0.133536,0.190022,0.080762,0.000000,0.000000
BITS,1999,4,25,126436,Gadus morhua,30.422357,208.647171,182.745809,31.091094,1.297730,0.497238,0.087252,0.192251,0.050253,0.000000,0.000000
BITS,1999,4,26,126436,Gadus morhua,4.005226,36.287133,213.731669,43.032468,13.337072,7.203633,3.151178,0.845432,0.536456,0.000000,0.313370
BITS,1999,4,26,127141,Platichthys flesus,0.000000,0.000000,0.000000,0.000000,0.953424,2.160274,2.038329,1.380951,0.633612,1.088519,1.184208
BITS,1999,4,27,126436,Gadus morhua,0.000000,1.154755,3.172296,2.880227,2.309510,2.588258,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,28,126436,Gadus morhua,0.779931,121.392604,161.433351,17.423319,17.294973,11.612073,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,28,127141,Platichthys flesus,0.000000,0.000000,0.000000,95.160636,212.462388,132.346287,68.959976,44.792902,31.851886,6.572961,3.887238
BITS,2000,1,21,126436,Gadus morhua,0.000000,97.616778,44.329152,5.524313,3.028401,0.522319,0.261121,0.000000,0.000000,0.000000,0.000000
BITS,2000,1,21,127143,Pleuronectes platessa,0.000000,11.576082,157.386356,36.969200,7.768714,1.194496,1.483390,0.060451,0.000000,0.000000,0.000000
BITS,2000,1,22,126436,Gadus morhua,0.000000,100.908808,28.243453,111.290482,10.472558,0.199135,0.149362,0.099588,0.099588,0.000000,0.099588
BITS,2000,1,22,127143,Pleuronectes platessa,0.000000,11.848803,77.179294,58.811231,7.311080,1.280127,0.353787,0.000000,0.000000,0.000000,0.000000
BITS,2000,1,23,126436,Gadus morhua,0.000000,18.186271,225.074334,403.335934,172.887770,28.521473,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2000,1,23,127143,Pleuronectes platessa,0.000000,0.599898,2.599898,5.600404,5.600404,0.000000,1.400101,1.400101,0.000000,0.000000,0.000000
BITS,2000,1,24,126436,Gadus morhua,0.000000,299.385374,109.755146,32.888502,3.748774,0.738365,0.297909,0.088257,0.000000,0.018281,0.018281
BITS,2000,1,24,127141,Platichthys flesus,0.000000,0.496472,13.307194,57.723743,23.039847,6.653541,1.492590,0.351522,0.224828,0.134453,
BITS,2000,1,25,126436,Gadus morhua,0.000000,97.310572,315.059472,157.451581,37.488092,5.481251,0.722437,0.311907,0.395294,0.164812,0.041417
BITS,2000,1,25,127141,Platichthys flesus,0.000000,0.000000,6.317783,73.371477,37.157411,6.897979,1.157340,0.837197,0.811716,0.322411,
BITS,2000,1,26,126436,Gadus morhua,0.000000,8.664083,135.883743,68.512817,37.253829,20.867071,2.859724,0.424476,0.339836,0.181285,0.239448
BITS,2000,1,26,127141,Platichthys flesus,0.000000,0.000000,59.768361,121.645068,107.837285,32.500026,13.932416,4.460867,1.498379,0.368748,
BITS,2000,1,27,126436,Gadus morhua,0.000000,4.618081,20.212297,7.307806,10.003403,2.871406,2.364587,0.167239,0.334478,0.376288,0.543527
BITS,2000,1,28,126436,Gadus morhua,0.000000,1.008901,92.857305,51.984863,8.130980,3.192403,1.062811,0.477141,0.181124,0.244039,0.000000
BITS,2000,1,28,127141,Platichthys flesus,0.000000,0.000000,0.000000,109.897041,221.051855,175.151423,172.799243,74.638540,38.866548,15.079617,
BITS,2000,4,21,126436,Gadus morhua,58.359564,35.434908,19.125624,2.041731,0.208089,0.000000,0.246344,0.000000,0.000000,0.000000,0.000000
BITS,2000,4,21,127143,Pleuronectes platessa,4.477182,111.923289,113.568753,14.467083,0.593515,0.444839,0.444839,0.000000,0.000000,0.000000,2.452425
BITS,2000,4,22,126436,Gadus morhua,58.075666,47.742728,7.752508,3.592705,0.186525,0.042090,0.044637,0.000000,0.000000,0.000000,0.000000
BITS,2000,4,22,127143,Pleuronectes platessa,4.198938,147.271481,136.286180,60.939702,0.000000,0.283431,1.012960,0.000000,0.000000,0.000000,0.000000
BITS,2000,4,23,126436,Gadus morhua,0.000000,113.024178,146.040150,80.991578,29.984356,18.988872,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2000,4,23,127143,Pleuronectes platessa,0.000000,2.800202,19.700050,7.100151,4.200303,0.000000,0.000000,0.000000,0.000000,0.000000,1.400101
BITS,2000,4,24,126436,Gadus morhua,72.833602,412.080318,116.060378,11.643784,0.808533,0.123945,0.000000,0.038336,0.000000,0.000000,0.000000
BITS,2000,4,24,127141,Platichthys flesus,0.000000,1.159028,9.842832,35.766632,15.341174,4.476068,1.038223,0.361117,0.539374,0.000000,0.000000
BITS,2000,4,24,127143,Pleuronectes platessa,0.034855,0.000000,5.067911,6.205427,3.065756,0.594361,0.641296,0.451163,0.278748,0.255684,0.000000
BITS,2000,4,25,126436,Gadus morhua,48.561319,79.157434,123.071805,86.926352,10.946288,1.543425,0.313605,0.437200,0.226855,0.104225,0.125181
BITS,2000,4,25,127141,Platichthys flesus,0.000000,0.215236,0.513084,2.035081,2.205695,0.476337,0.246809,0.000000,0.000000,0.000000,0.000000
BITS,2000,4,26,126436,Gadus morhua,3.682752,125.530526,130.463342,77.537058,37.905232,10.389950,1.809848,0.356165,0.424069,0.355943,0.037456
BITS,2000,4,26,127141,Platichthys flesus,0.000000,0.000000,0.159439,1.358081,2.223284,1.966485,2.589712,1.331314,0.000000,0.000000,0.000000
BITS,2000,4,27,126436,Gadus morhua,2.762897,39.480425,13.582216,3.360720,0.418097,1.941181,1.204524,0.000000,0.209048,0.000000,0.000000
BITS,2000,4,28,126436,Gadus morhua,1.470562,4.664169,35.060569,18.969120,71.171668,44.932430,5.800385,0.910993,0.361563,0.134630,0.000000
BITS,2000,4,28,127141,Platichthys flesus,0.000000,0.372392,17.831803,74.980825,95.520423,100.521323,103.725990,66.490827,42.296273,10.640335,3.266312
BITS,2001,1,21,126436,Gadus morhua,0.000000,25.789945,30.099007,11.121939,0.633188,0.377006,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,1,21,127143,Pleuronectes platessa,0.000000,10.793622,108.682845,62.233896,5.246418,0.877050,0.437233,0.130038,0.000000,0.065019,0.000000
BITS,2001,1,22,126436,Gadus morhua,0.000000,39.625439,32.554157,9.211680,8.372711,1.079138,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,1,22,127143,Pleuronectes platessa,0.000000,2.120651,46.442494,17.706354,9.249266,0.882751,0.048395,0.073575,0.108942,0.000000,0.129417
BITS,2001,1,23,126436,Gadus morhua,0.000000,37.253300,1043.513300,621.653300,403.310000,103.540000,25.730000,6.200000,3.100000,0.000000,0.000000
BITS,2001,1,23,127143,Pleuronectes platessa,0.000000,0.000000,260.000000,270.666700,47.333300,0.000000,2.000000,0.000000,0.000000,0.000000,2.000000
BITS,2001,1,24,126436,Gadus morhua,0.000000,346.876964,144.865921,34.388105,3.492755,0.843894,0.080121,0.075905,0.024357,0.000000,0.015703
BITS,2001,1,24,127141,Platichthys flesus,0.000000,0.901897,11.978508,13.812857,6.186614,0.932212,0.272481,0.203679,0.114757,0.031407,
BITS,2001,1,24,127143,Pleuronectes platessa,0.000000,0.000000,2.000802,2.698637,0.756183,0.221836,0.078114,0.047138,0.061230,0.000000,0.000000
BITS,2001,1,25,126436,Gadus morhua,0.000000,72.542760,129.700468,72.349443,39.201531,4.933716,0.423989,0.119840,0.106465,0.055506,0.000000
BITS,2001,1,25,127141,Platichthys flesus,0.000000,0.000000,10.555181,48.618351,62.850229,20.843906,2.597066,7.328269,0.000000,3.701136,
BITS,2001,1,25,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.892457,0.000000,0.000000,0.000000,0.000000
BITS,2001,1,26,126436,Gadus morhua,0.000000,33.289411,34.364248,31.329580,34.860415,17.400578,2.052917,0.257310,0.258353,0.097603,0.093826
BITS,2001,1,26,127141,Platichthys flesus,0.000000,2.299009,58.522297,157.550512,114.076155,40.056048,17.794327,6.335634,2.284143,1.382380,
BITS,2001,1,26,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,0.000000,0.032721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,1,27,126436,Gadus morhua,0.000000,7.957776,69.348466,23.610884,15.423003,5.188378,0.959700,0.269798,0.375147,0.413701,0.000000
BITS,2001,1,28,126436,Gadus morhua,0.000000,6.334729,12.380529,14.765485,8.847974,5.832771,1.386695,0.127836,0.117869,0.023233,0.000000
BITS,2001,1,28,127141,Platichthys flesus,0.000000,0.000000,10.256580,417.996865,458.864970,266.715969,86.741327,45.309385,33.612318,19.539034,
BITS,2001,4,21,126436,Gadus morhua,215.333600,5.218236,1.405797,0.187400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,4,21,127143,Pleuronectes platessa,20.596251,60.221269,111.061194,34.226156,2.177974,0.851345,1.516387,0.000000,0.000000,0.000000,0.000000
BITS,2001,4,22,126436,Gadus morhua,772.477281,51.069463,6.466926,1.135944,0.309803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,4,22,127141,Platichthys flesus,0.000000,0.000000,3.667141,11.923963,3.894597,0.466933,0.195840,0.683009,0.000000,0.000000,0.000000
BITS,2001,4,22,127143,Pleuronectes platessa,0.000000,17.265270,35.442603,16.173678,6.244015,0.366433,0.000000,0.238742,0.000000,0.000000,0.000000
BITS,2001,4,23,126436,Gadus morhua,0.000000,33.328939,50.394227,18.833636,13.744303,0.723362,0.000000,2.893519,1.085078,0.000000,0.000000
BITS,2001,4,23,127143,Pleuronectes platessa,0.000000,0.000000,96.106221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.801213
BITS,2001,4,24,126436,Gadus morhua,252.354979,434.888350,52.876527,6.040643,0.397455,0.197050,0.092136,0.000000,0.000000,0.000000,0.000000
BITS,2001,4,24,127141,Platichthys flesus,0.000000,0.000000,5.936367,46.437460,11.225271,2.922838,1.264670,0.492114,0.266306,0.104611,0.041075
BITS,2001,4,24,127143,Pleuronectes platessa,0.000000,0.000000,11.010461,7.428557,10.902192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2001,4,25,126436,Gadus morhua,15.447703,224.064585,126.697320,34.865458,3.260852,0.469409,0.279363,0.594925,0.069870,0.013622,0.000000
BITS,2001,4,26,126436,Gadus morhua,0.173289,1025.364612,279.600025,43.446457,3.128917,0.764365,0.580037,0.287228,0.089647,0.086644,0.000000
BITS,2001,4,27,126436,Gadus morhua,0.000000,123.867347,112.281040,19.530075,4.304082,0.271478,0.466077,0.000000,0.330337,0.000000,0.000000
BITS,2001,4,28,126436,Gadus morhua,4.057421,142.065174,77.062869,15.902166,1.871117,1.377635,0.489967,0.082061,0.033740,0.000000,0.000000
BITS,2002,1,21,126436,Gadus morhua,0.000000,98.272996,16.652928,3.154042,1.794568,0.554345,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,1,21,127143,Pleuronectes platessa,0.000000,22.196475,36.351618,55.435095,23.116116,1.700184,0.286583,0.316921,0.230305,0.000000,0.000000
BITS,2002,1,22,126436,Gadus morhua,0.000000,742.348887,28.043062,24.245501,1.272567,1.169758,0.184938,0.061632,0.000000,0.000000,0.000000
BITS,2002,1,22,127141,Platichthys flesus,0.000000,1.229756,3.408813,29.803015,9.903226,2.136326,0.832815,0.404248,0.308202,0.510730,0.341701
BITS,2002,1,22,127143,Pleuronectes platessa,0.000000,5.483279,11.961562,30.240067,6.311594,0.601469,0.000000,0.119297,0.241012,0.000000,0.000000
BITS,2002,1,23,126436,Gadus morhua,0.000000,5.089883,84.629431,62.983378,4.804451,4.029843,1.782460,0.000000,0.000000,0.000000,0.000000
BITS,2002,1,23,127143,Pleuronectes platessa,0.000000,0.000000,4.990237,30.444910,27.217787,19.051161,0.000000,0.000000,0.000000,0.000000,1.400101
BITS,2002,1,24,126436,Gadus morhua,0.000000,237.864141,255.364213,28.553281,5.521452,0.376091,0.135653,0.096804,0.000000,0.000000,0.000000
BITS,2002,1,24,127141,Platichthys flesus,0.000000,0.070399,13.060675,62.742664,7.321145,2.072571,0.693567,0.401896,0.422950,0.283609,0.123854
BITS,2002,1,24,127143,Pleuronectes platessa,0.000000,0.000000,19.256013,22.452934,2.028592,0.490359,0.142349,0.000000,0.000000,0.000000,0.098858
BITS,2002,1,25,126436,Gadus morhua,0.000000,55.237641,374.456820,121.406919,52.064254,11.326975,0.702613,0.229577,0.238731,0.064511,0.068679
BITS,2002,1,25,127141,Platichthys flesus,0.000000,0.000000,11.293093,57.541303,8.195508,58.307345,20.450798,2.493807,3.710442,2.539392,7.423702
BITS,2002,1,26,126436,Gadus morhua,0.000000,35.969109,343.625700,124.608798,31.237583,35.032320,16.065460,8.977601,1.560593,0.851834,1.285721
BITS,2002,1,26,127141,Platichthys flesus,0.000000,0.000000,43.655120,260.892857,307.320057,103.209095,44.840358,12.342923,5.038609,0.725110,0.365415
BITS,2002,1,27,126436,Gadus morhua,0.000000,1.814483,153.899304,59.129296,44.512138,14.385506,2.195472,0.135739,0.660628,0.000000,0.000000
BITS,2002,1,28,126436,Gadus morhua,0.000000,11.187448,17.750675,14.537352,3.704235,0.615007,0.253869,0.228314,0.121101,0.000000,0.000000
BITS,2002,4,21,126436,Gadus morhua,2.276249,50.706227,3.880786,0.293879,0.213658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,4,21,127143,Pleuronectes platessa,2.326050,65.911402,23.639807,35.684601,18.067048,1.766249,0.162963,1.072911,0.268960,0.000000,0.000000
BITS,2002,4,22,126436,Gadus morhua,42.324592,114.620041,5.615085,2.116468,0.086310,0.258888,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,4,22,127143,Pleuronectes platessa,0.000000,20.837840,14.503339,14.735462,4.753043,1.110337,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,4,23,126436,Gadus morhua,0.000000,7.700556,9.279590,9.524608,0.843980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,4,23,127143,Pleuronectes platessa,0.000000,0.533276,1.000000,0.466723,0.599898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2002,4,24,126436,Gadus morhua,146.717329,391.547347,24.702674,6.329225,0.601346,0.184915,0.000000,0.040330,0.000000,0.000000,0.000000
BITS,2002,4,24,127141,Platichthys flesus,0.056738,2.021986,8.051377,94.558248,27.009387,4.308890,2.038868,1.261304,0.760678,0.407236,0.275652
BITS,2002,4,24,127143,Pleuronectes platessa,0.000000,1.044550,9.067185,30.813863,3.959225,0.768026,0.384457,0.219541,0.137029,0.000000,0.000000
BITS,2002,4,25,126436,Gadus morhua,4.914191,213.063255,505.534741,170.541153,28.409381,2.362577,0.631031,0.066153,0.079133,0.023350,0.058794
BITS,2002,4,25,127141,Platichthys flesus,0.000000,0.000000,1.146961,10.020805,23.609971,24.413672,7.344801,3.997967,1.589944,0.387691,0.000000
BITS,2002,4,26,126436,Gadus morhua,1.139469,42.109480,453.921411,231.982593,119.812848,12.039764,1.985516,0.000000,0.232898,0.000000,0.000000
BITS,2002,4,26,127141,Platichthys flesus,0.000000,0.000000,43.528074,131.714315,98.214042,119.470937,54.431195,29.233787,39.363366,14.675317,0.649159
BITS,2002,4,27,126436,Gadus morhua,0.237555,7.562645,141.642921,58.542203,3.986135,0.613701,0.237555,0.524888,0.000000,0.000000,0.000000
BITS,2002,4,28,126436,Gadus morhua,0.519397,13.092021,8.659411,3.394012,2.536093,0.154351,0.181080,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,21,126436,Gadus morhua,0.000000,8.341221,47.242162,5.778205,3.513755,0.800583,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,21,127143,Pleuronectes platessa,0.000000,8.903537,110.650305,37.314308,43.216810,10.730884,0.288592,0.081374,0.000000,0.000000,0.000000
BITS,2003,1,22,126436,Gadus morhua,0.000000,12.190105,102.073842,11.302821,2.218162,0.822210,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,22,127143,Pleuronectes platessa,0.000000,7.788199,24.261919,16.949000,15.775158,3.211653,0.000000,0.000000,0.181800,0.000000,0.000000
BITS,2003,1,23,126436,Gadus morhua,0.000000,0.000000,547.084155,55.332040,24.350348,0.464921,2.170156,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,23,127143,Pleuronectes platessa,0.000000,0.000000,263.934172,174.661861,2.833404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,24,126436,Gadus morhua,0.000000,120.412916,161.680148,18.413102,2.740687,0.718494,0.096910,0.137241,0.096910,0.000000,0.000000
BITS,2003,1,24,127141,Platichthys flesus,0.000000,0.500344,10.864912,25.875022,9.243776,0.976349,0.385275,0.217664,0.210095,0.092034,0.000000
BITS,2003,1,24,127143,Pleuronectes platessa,0.000000,0.281275,3.465159,11.890962,2.365042,0.565191,0.354081,0.121065,0.061205,0.031249,0.000000
BITS,2003,1,25,126436,Gadus morhua,0.000000,5.059482,93.687728,143.303974,59.164333,9.645043,0.604261,0.498527,0.129554,0.080089,0.059285
BITS,2003,1,25,127141,Platichthys flesus,0.000000,0.000000,0.352373,29.410140,63.811125,40.838442,15.114605,9.906465,3.960814,1.674235,0.099059
BITS,2003,1,25,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,0.000000,14.738666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,26,126436,Gadus morhua,0.000000,8.879640,47.428480,59.401348,48.551998,13.753583,2.794879,1.054628,0.758676,0.422374,0.190403
BITS,2003,1,26,127141,Platichthys flesus,0.000000,0.056960,46.511808,280.120666,165.045645,60.107742,18.860625,6.543622,1.536125,0.372329,0.357022
BITS,2003,1,27,126436,Gadus morhua,0.000000,0.000000,10.591559,8.201675,2.009687,0.244420,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,1,28,126436,Gadus morhua,0.000000,13.129052,33.133525,30.839747,25.218951,6.821717,1.521771,0.352528,0.156259,0.039064,0.000000
BITS,2003,4,21,126436,Gadus morhua,105.279596,103.279134,5.689247,0.321264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,21,127143,Pleuronectes platessa,18.886419,38.802291,48.319336,12.046752,5.393083,2.824603,0.379105,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,22,126436,Gadus morhua,370.538974,77.172939,42.505867,1.245318,0.000000,0.000000,0.000000,0.129084,0.000000,0.000000,0.000000
BITS,2003,4,22,127143,Pleuronectes platessa,0.179693,14.012903,51.475185,22.630168,12.534341,5.245660,1.349885,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,23,126436,Gadus morhua,0.000000,0.000000,301.850851,18.032405,18.446332,2.170156,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,23,127143,Pleuronectes platessa,0.000000,1.700050,44.069657,7.233832,1.700050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,24,126436,Gadus morhua,584.395441,57.079206,19.494188,2.608551,0.360770,0.000000,0.037440,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,24,127141,Platichthys flesus,0.211148,1.299288,7.232363,19.639251,12.090650,2.354219,0.433644,0.273746,0.159119,0.085707,0.000000
BITS,2003,4,24,127143,Pleuronectes platessa,0.874580,3.108557,5.045633,7.629982,2.134027,0.569733,0.281798,0.057128,0.129592,0.024154,0.000000
BITS,2003,4,25,126436,Gadus morhua,131.552052,54.406956,110.926140,87.217719,11.192858,2.070921,0.404989,0.201488,0.201893,0.000000,0.109194
BITS,2003,4,25,127141,Platichthys flesus,0.000000,0.236061,0.391869,4.578738,15.075708,5.481920,2.193564,0.860698,0.100727,0.100727,0.000000
BITS,2003,4,26,126436,Gadus morhua,13.137014,29.066725,40.002700,68.004018,64.558817,17.204551,4.509153,2.302848,1.096320,0.261623,0.464017
BITS,2003,4,26,127141,Platichthys flesus,0.000000,0.639132,5.245867,36.697488,15.306112,3.594531,2.241444,0.566214,0.080821,0.000000,0.007347
BITS,2003,4,27,126436,Gadus morhua,0.101841,0.000000,0.225023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2003,4,28,126436,Gadus morhua,1.428795,144.805262,46.903472,4.867160,0.795480,0.205141,0.000000,0.172999,0.000000,0.000000,0.000000
BITS,2004,1,21,126436,Gadus morhua,0.000000,175.055626,11.183467,5.333216,0.544570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2004,1,21,127143,Pleuronectes platessa,0.000000,11.074052,73.040335,67.329918,28.811470,12.327761,4.298868,1.096175,0.000000,0.000000,0.000000
BITS,2004,1,22,126436,Gadus morhua,0.000000,171.963144,24.315998,55.563743,0.932234,0.457097,0.000000,0.099588,0.000000,0.000000,0.000000
BITS,2004,1,22,127143,Pleuronectes platessa,0.000000,3.473247,9.312967,27.942326,14.253821,10.608221,3.322952,0.064221,0.230623,0.000000,0.000000
BITS,2004,1,23,126436,Gadus morhua,0.000000,3311.222281,299.267523,261.631262,9.130374,9.049211,5.245004,0.000000,0.000000,0.000000,0.000000
BITS,2004,1,23,127143,Pleuronectes platessa,0.000000,4.200303,12.950682,83.838105,17.467408,5.200303,0.000000,0.000000,0.449924,0.000000,0.000000
BITS,2004,1,24,126436,Gadus morhua,0.000000,377.164509,56.139126,20.319973,2.802428,0.321717,0.000000,0.227817,0.000000,0.030659,0.000000
BITS,2004,1,24,127141,Platichthys flesus,0.000000,1.316567,10.468095,18.791400,2.555603,0.488493,0.186199,0.312095,0.172968,0.000000,0.000000
BITS,2004,1,24,127143,Pleuronectes platessa,0.000000,0.318155,2.669353,2.331738,0.637913,0.165183,0.039553,0.019149,0.042970,0.042970,0.108055
BITS,2004,1,25,126436,Gadus morhua,0.000000,256.385270,82.144564,81.032359,37.935393,3.743633,0.929794,0.239482,0.038717,0.014330,0.000000
BITS,2004,1,25,127141,Platichthys flesus,0.000000,0.306217,5.498011,65.007691,75.138631,18.184337,9.708319,2.473340,0.716693,0.572118,5.459024
BITS,2004,1,25,127143,Pleuronectes platessa,0.000000,0.171918,1.024510,6.602775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2004,1,26,126436,Gadus morhua,0.000000,15.603553,118.810317,52.780940,26.210343,21.461121,7.378486,2.120413,0.955924,0.325881,0.142681
BITS,2004,1,26,127141,Platichthys flesus,0.000000,0.000000,3.549432,94.555813,185.204224,56.403812,11.976579,3.987266,1.647651,0.707045,0.305421
BITS,2004,1,27,126436,Gadus morhua,0.000000,1.384671,4.625736,11.827167,7.884778,0.630782,0.087599,0.087599,0.000000,0.000000,0.000000
BITS,2004,1,28,126436,Gadus morhua,0.000000,13.405651,16.645630,2.639181,1.515859,1.212085,0.348807,0.000000,0.000000,0.000000,0.000000
BITS,2004,1,28,127141,Platichthys flesus,0.000000,0.000000,9.310372,209.105225,146.042326,93.879998,54.218274,18.530718,29.173258,0.000000,0.000000
BITS,2004,4,21,126436,Gadus morhua,115.552173,33.924127,2.886899,1.220702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2004,4,21,127143,Pleuronectes platessa,0.000000,16.679883,87.911746,84.278570,10.660916,14.546508,13.220240,3.778116,0.200238,0.000000,0.000000
BITS,2004,4,22,126436,Gadus morhua,38.193631,110.945633,7.342145,1.200449,0.239471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2004,4,22,127143,Pleuronectes platessa,0.000000,9.425499,30.630357,55.200867,41.981837,22.643956,10.489516,6.196448,1.148474,0.000000,0.208993
BITS,2004,4,23,126436,Gadus morhua,16.980622,157.875685,47.991011,43.402352,4.340313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,2004,4,23,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,19.158666,43.544418,8.850531,2.250126,0.000000,0.000000,0.000000,0.000000
BITS,2004,4,24,126436,Gadus morhua,202.974015,537.912415,32.063100,7.871794,2.852355,0.095262,0.000000,0.023118,0.000000,0.000000,0.000000
BITS,2004,4,24,127141,Platichthys flesus,0.000000,5.525719,14.881266,66.153210,15.985174,5.307509,2.054705,0.750219,0.146118,0.104956,0.000000
BITS,2004,4,24,127143,Pleuronectes platessa,0.000000,7.136256,35.673742,14.103165,1.772155,0.659777,0.239669,0.053852,0.069133,0.000000,0.046015
BITS,2004,4,25,126436,Gadus morhua,16.045576,596.653440,125.968504,83.924083,31.747890,5.011097,1.798484,0.120509,0.044891,0.000000,0.000000
BITS,2004,4,25,127141,Platichthys flesus,0.000000,0.449575,1.005120,3.490408,10.919391,4.523653,1.905564,0.455377,0.000000,0.068191,0.043460
BITS,2004,4,26,126436,Gadus morhua,7.998021,235.500470,86.928426,64.760580,36.929941,7.099109,3.577756,1.530880,0.360700,0.174057,0.455894
BITS,2004,4,26,127141,Platichthys flesus,0.000000,14.861630,48.357053,46.422363,95.322461,55.043334,25.944612,9.750611,1.044814,0.000000,0.023952
BITS,2004,4,28,126436,Gadus morhua,2.711013,224.060081,170.036303,77.177329,32.730612,1.928304,0.579630,0.191453,0.000000,0.000000,0.000000
BITS,2005,1,21,126436,Gadus morhua,0.000000,83.149813,86.679328,2.545501,1.448416,0.590217,0.196715,0.000000,0.000000,0.000000,0.000000
BITS,2005,1,21,127143,Pleuronectes platessa,0.000000,13.834639,115.144594,87.688037,22.129711,5.541368,1.578881,0.530499,0.000000,0.000000,0.000000
BITS,2005,1,22,126436,Gadus morhua,0.000000,11.317230,222.291814,10.107947,10.379789,0.780140,0.000000,0.061632,0.000000,0.000000,0.000000
BITS,2005,1,22,127143,Pleuronectes platessa,0.000000,0.156239,21.009803,34.075433,26.461910,13.474775,4.354295,2.031030,0.000000,0.000000,0.000000
BITS,2005,1,23,126436,Gadus morhua,0.000000,38.876765,1248.612170,109.094820,14.505312,0.000000,1.394764,0.000000,0.464921,0.000000,0.000000
BITS,2005,1,23,127143,Pleuronectes platessa,0.000000,0.000000,17.325366,91.302579,25.525821,2.399848,0.449924,0.000000,1.400101,0.000000,2.800202
BITS,2005,1,24,126436,Gadus morhua,0.000000,429.653154,473.873519,22.568313,6.084612,1.531571,0.219480,0.147436,0.077280,0.000000,0.000000
BITS,2005,1,24,127141,Platichthys flesus,0.000000,0.020434,3.383061,14.943937,16.764217,3.446964,0.883285,0.244013,0.040868,0.040868,0.000000
BITS,2005,1,25,126436,Gadus morhua,0.000000,129.975344,439.887451,81.083610,27.006135,6.436960,1.523318,0.360192,0.194336,0.063128,0.107176
BITS,2005,1,25,127141,Platichthys flesus,0.000000,0.000000,7.643734,70.929444,52.844895,120.811871,39.246545,13.007924,0.916112,1.895191,9.973705
BITS,2005,1,26,126436,Gadus morhua,0.000000,12.580721,84.895349,54.112157,28.780084,11.697331,1.978459,1.315110,0.988280,0.317275,0.341552
